trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
359,False,"{'a': 0.5, 'e': 0.28199999999999936}",20,12,16.986049060778193,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.27999999999999936}",20,10,18.481720445857754,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.27799999999999936}",35,14,2.8047488030610763,"{0: 17, 1: 3, 2: 1, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.27599999999999936}",25,9,-55.50244348482087,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
363,False,"{'a': 0.5, 'e': 0.27399999999999936}",25,7,11.077337422890412,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.27199999999999935}",25,11,-38.767213230465124,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
365,False,"{'a': 0.5, 'e': 0.26999999999999935}",25,2,-23.34469242090266,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
366,False,"{'a': 0.5, 'e': 0.26799999999999935}",25,14,15.4298825840144,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.26599999999999935}",25,6,-13.742967582802585,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.26399999999999935}",30,18,15.340856009894877,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.26199999999999934}",20,0,14.066297967166536,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
370,False,"{'a': 0.5, 'e': 0.25999999999999934}",30,22,6.004238395289228,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.25799999999999934}",30,0,25.068129992168526,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.25599999999999934}",35,18,22.033169591913367,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.25399999999999934}",30,12,4.605389903938344,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.25199999999999934}",25,11,-28.4031693910011,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
375,False,"{'a': 0.5, 'e': 0.24999999999999933}",25,18,14.003191575138382,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.24799999999999933}",20,8,-4.8741865392567805,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.24599999999999933}",20,4,10.937021634483512,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.24399999999999933}",20,9,17.60951193828939,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.24199999999999933}",20,10,10.258180842972827,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.23999999999999932}",25,17,4.01508809753821,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.23799999999999932}",20,0,-2.2396082308307568,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.23599999999999932}",20,0,11.204105231321922,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
383,False,"{'a': 0.5, 'e': 0.23399999999999932}",20,13,10.625637357330207,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.23199999999999932}",25,3,36.226688698698965,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.22999999999999932}",30,0,18.052552388836478,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
386,False,"{'a': 0.5, 'e': 0.22799999999999931}",30,20,-34.6184674253189,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
387,False,"{'a': 0.5, 'e': 0.2259999999999993}",20,13,5.797002829608494,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.2239999999999993}",20,9,-15.230945844356945,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.2219999999999993}",20,16,3.285069027151087,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.2199999999999993}",30,12,-31.946223708010592,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
391,False,"{'a': 0.5, 'e': 0.2179999999999993}",25,12,-26.44565882364736,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
392,False,"{'a': 0.5, 'e': 0.2159999999999993}",25,11,3.8329049283987926,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.2139999999999993}",20,0,-28.296095225199366,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
394,False,"{'a': 0.5, 'e': 0.2119999999999993}",25,9,2.263579566241183,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.2099999999999993}",20,13,10.720682286748772,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.2079999999999993}",25,19,12.01590128430134,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.2059999999999993}",20,4,16.054618305678233,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.2039999999999993}",30,12,20.309394526078567,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.2019999999999993}",20,0,-15.623963663023147,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
400,False,"{'a': 0.5, 'e': 0.1999999999999993}",25,2,-17.479175166629865,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
401,False,"{'a': 0.5, 'e': 0.1979999999999993}",20,0,27.031848908805046,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
402,False,"{'a': 0.5, 'e': 0.19599999999999929}",25,5,-10.485996738363083,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.19399999999999928}",30,16,11.542423359463525,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.19199999999999928}",25,14,13.307483639535068,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.18999999999999928}",20,5,25.741572645945705,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.18799999999999928}",25,12,13.988455999149751,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.18599999999999928}",25,8,12.179493551490683,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.18399999999999928}",30,11,-10.277870732817497,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
409,False,"{'a': 0.5, 'e': 0.18199999999999927}",20,9,23.8220035425878,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.17999999999999927}",25,10,10.664091708566332,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.17799999999999927}",25,17,14.009143785992487,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.17599999999999927}",25,3,12.47041673406098,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.17399999999999927}",20,0,16.537199852770048,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
414,False,"{'a': 0.5, 'e': 0.17199999999999926}",20,0,19.562487842355836,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
415,False,"{'a': 0.5, 'e': 0.16999999999999926}",25,13,20.540915067635733,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.16799999999999926}",25,20,7.356767315698222,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.16599999999999926}",20,5,8.104567726604731,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.16399999999999926}",25,2,-58.64191118926481,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 1}",1
419,False,"{'a': 0.5, 'e': 0.16199999999999926}",30,16,-47.11763157285948,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
420,False,"{'a': 0.5, 'e': 0.15999999999999925}",35,14,-50.610505418661766,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 2}",1
421,False,"{'a': 0.5, 'e': 0.15799999999999925}",25,10,-0.39016374033863244,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.15599999999999925}",20,10,5.888430836168272,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.15399999999999925}",20,12,15.358093657364167,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.15199999999999925}",20,12,6.269543330338853,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.14999999999999925}",25,14,19.735947718969882,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.14799999999999924}",20,10,12.47451249620765,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.14599999999999924}",20,15,7.152851228375516,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.14399999999999924}",20,14,10.702643057020351,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.14199999999999924}",20,12,10.276744424622562,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.13999999999999924}",30,14,21.458960260729445,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.13799999999999923}",25,17,17.341444741390546,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.13599999999999923}",25,13,20.535459711152356,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.13399999999999923}",25,8,18.496793453457826,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.13199999999999923}",20,6,22.13695076446146,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.12999999999999923}",20,0,30.999143511459444,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
436,False,"{'a': 0.5, 'e': 0.12799999999999923}",35,17,34.75236370546246,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.12599999999999922}",20,9,17.415836705003013,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.12399999999999922}",20,8,13.100570899214162,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.12199999999999922}",30,16,-17.356389919942806,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
440,False,"{'a': 0.5, 'e': 0.11999999999999922}",20,1,20.56991488310878,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.11799999999999922}",20,10,-21.02043572725241,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
442,False,"{'a': 0.5, 'e': 0.11599999999999921}",25,17,19.57495936579905,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.11399999999999921}",25,17,15.235059448837585,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.11199999999999921}",25,18,15.556575951332372,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.10999999999999921}",20,4,19.808304149203448,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.10799999999999921}",25,15,20.91563264720086,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.1059999999999992}",25,0,29.497165957634827,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
448,False,"{'a': 0.5, 'e': 0.1039999999999992}",25,7,28.640564102028574,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.1019999999999992}",30,18,24.30952899960708,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.0999999999999992}",30,11,11.519239348929371,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.0979999999999992}",25,16,17.605791785581367,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.0959999999999992}",30,14,-13.732589246554962,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
453,False,"{'a': 0.5, 'e': 0.0939999999999992}",20,2,18.4140004595475,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.0919999999999992}",25,4,32.92164937859222,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.08999999999999919}",20,11,-5.339224041804166,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.08799999999999919}",20,2,30.741508037513146,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.08599999999999919}",35,17,34.31248224829459,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.08399999999999919}",25,8,-14.35211580595462,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
459,False,"{'a': 0.5, 'e': 0.08199999999999918}",25,12,19.994745330835656,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.07999999999999918}",25,13,21.7373962192871,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.07799999999999918}",25,7,7.357962013512672,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.07599999999999918}",25,14,20.911137681437385,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.07399999999999918}",25,12,25.6297775013363,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.07199999999999918}",35,18,15.02802354441432,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.06999999999999917}",20,10,15.972541560091935,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.06799999999999917}",25,14,19.30443089907874,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.06599999999999917}",30,18,22.252833273994845,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.06399999999999917}",30,17,29.266284831676032,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.06199999999999917}",30,15,-16.767778344442736,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
470,False,"{'a': 0.5, 'e': 0.059999999999999165}",25,15,15.37481627634774,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.05799999999999916}",25,14,21.18803263339571,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.05599999999999916}",25,2,21.16414321886843,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.05399999999999916}",20,12,-27.123495189698502,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
474,False,"{'a': 0.5, 'e': 0.05199999999999916}",20,3,24.01810526324451,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.049999999999999156}",25,7,18.706577118443654,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",35,14,38.663729055809384,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,10,26.28927514521988,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,17,16.066184107958033,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,16,8.609476605652171,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,22,14.039768606784701,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",35,25,17.790863367764885,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,14,21.59015034174756,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,13,15.47312941997626,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,12,15.886120959890516,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,13,25.41713846206112,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
